8	「Yaa……Taa……Too……Gununu、it's quite tough」
11	【？？？】「Go, go, Onii-san」
13	「Aa, I give up!」
15	I too became entwined with the ivy monster as I tried to help the child with a single knife.
17	But, it looks less dangerous than I expected.
19	It's not that strong, so I'll be able to deal with it somehow. Even if it is hard, it is not as hard that a blade cannot cut it.
21	After cutting, the ivy seems to be the same as normal plants and stops moving, so if I continuing cutting it, it should end someday.
24	With a knife, it's more likely to escape before being strangled.
26	With this, it would be possible to help this child.
28	After that, if I move while thinking about where it is efficient to cut……
31	【？？？】「……Oo？　Ooo〜……」
33	The hanging child gets much closer to the ground.
35	「Just a little more」
37	Butsun! The hanging child dropped to the ground with one good cut.
51	The child who fell with a slamming noise sat up and cried.
61	【？？？】「Aa、ah oww oww……fueeen, I fell. Hit against the groundー」
63	「Bakaa! Save your crying for later, run! Do you want to be caught again!?」
72	【？？？】「……Oo？　Oooo〜……」
74	I held my luggage, grabbed the hanging child's nape, and fled from the ivy monster.
88	【？？？】「Gyahahahahahaー, faster, faster!」
90	Why are you happy to be hanging, this kid.
92	As the monster faded into the distance, I involuntarily weakened and let go.
104	【？？？】「Unyaaa! なんでペイってしたの! That's mean, onii-san!!」
106	Keeping away from my hands, the child who was rolling around screamed in protest.
108	「I'm also tired too, if you're so energetic, run on your own」
117	【？？？】「Unyuuu？」
119	The child tilted her head with a face that said she didn't know what he was saying.
128	【？？？】「But it was fast fast, and it was very fun!? Onii-san's legs are fast, Onii-san is a strong person, aren't you」
130	「……Well, thanks」
132	I'm probably being complimented, but I'm not sure why "but".
134	Thanks weak child.
143	【？？？】「Oh right, is Onii-san human?」
145	「Do I look like a monster to you?」
147	At my response to the extraordinary question, the captured child shook her head.
152	【？？？】「But, if I don't ask I won't know right!」
154	That's right…… but I think it's easy to understand without asking that.
156	「But, if an evil monster tries to deceive humans, it'll say that it's human」
165	【？？？】「Monsters will deceive humans!? What about good monsters and bad humans!?」
167	I'm stuck having been asked something strange again.
169	「Then, is it that you're not human……」
171	I was tired of talking, and when I listened with a sigh――。
180	【？？？】「Yep! I'm not human!」
182	……she replied with full of energy.
184	「It can't be……」
193	【？？？】「I'm not lying!? Uwaaa, it's the first time I've met a human!」
198	【？？？】「Humans are primitive and scary, right!?」
200	「Ehh!? Said from a monster to a human who saved you」
202	I don't want to make her feel grateful, but I don't think a savior should be made out to be savage and scary.
211	【？？？】「Ooo, that's right! Then, humans are kind people!?　There are kind humans too」
213	The self-proclaimed-non-human child started running circles around me, smiling with a face brimming with curiosity.
215	「Savage and scary……That is not wrong for some humans……」
217	I wonder if she'll say she's an elf or something. Well, she looks so beautiful it's difficult to believe she's human……
219	Also her ears are an odd shape, a little pointed, but might be explainable by individual differences, I feel.
221	……It can't be, that I've met an elf, when I have only heard of elves in rumours?
223	Moreover, I have never heard of anyone meeting a child elf.
225	Elves aren't easy to meet unless they wish to interact with humans, which is unthought of.
227	How do you catch such a creature……. It can't be anything but the story of a faraway world.
229	Putting it's beauty aside, it's not something that you'll come across easily, so it's a story to make prices high in the city, right?
231	If so, I wouldn't be able to meet any by chance like this.
233	……The most likely possibility is that a daydreamy child is play-pretending to be an elf.
235	I think she's a little big to play pretend, but I don't really understand what children think.
237	……Her appearance is simple, but I wonder if she's a rich child.
239	If so, I can understand this crazy attitude somewhat……eh？
241	A rich child would be told 『strangers are scary』 so as not to follow strange people……
243	Will they go to the extent of teaching them「You're not human」?
245	Wait, such a cute child even if she's not rich, wouldn't she be afraid of being kidnapped?
247	It seems that if you give her sweets, she will follow you easily.
249	「You, where did you come from?」
258	【？？？】「Over there!」
260	He pointed vigorously in the direction of the dark forest, which is deeper than here and cannot be entered by even a skilled hunter.
262	「Over there?」
264	In the depths of the forest, which the villagers call a dark forest, trees have grown so thick such that it's dark even in the daytime.
266	There are rumors of monsters, as well as rumors that it causes people to walk around the same place all day long, and it would take ten days to go straight through the forest.
268	I don't think that's actually going to happen, but it's a forest with such mysterious rumors.
270	The villagers didn't want to enter, so I was thinking of using that area as a base, but was there a mansion in that place?
272	Or did this child have a wrong sense of direction?
274	How troublesome, because it seems to be the latter.
276	「……from over there, you came here? Really?」
281	【？？？】「Yes!」
283	While spinning around so much that my eyes seemed to turn, she answered cheerfully again.
288	【？？？】「There was something, a gate? So I left the forest!」
290	I see, she was coming out of the mansion in the depths of the forest and caught by the ivy monster.
292	But when faced with a weird question like「Are you human?」, she probably never left the mansion before.
294	I didn't know there was a mansion around here that was big enough to have a gate.
296	They look different and I'm sure they didn't interact with the locals.
298	Well, I was thinking of leaving the village and living a secluded life, but maybe it isn't so easy to be isolated from humans.
300	The people in the mansion will be worried so she should go home early.
302	……It's troublesome to have to talk to someone I don't know. I thought after I left the village I could live without interacting with others.
304	Life doesn't really go as I want.
313	【？？？】「……Aa、Human-san. You're bleeding」
315	The child, who was spinning around me endlessly, pointed to my back and said astonished.
317	「Did I get injured because of the monster just now?」
319	Now that I think of it, my skin is tingling a little.
321	It's not a big wound, but it seems certain that I'm injured.
323	When I turned my neck to check it, the scratches were long lines on my shoulder.
325	Wow, it's a worse injury than I expected.
327	I'm troubled, even if I try to apply medicine, I can't reach it in such a place.
332	【？？？】「Oh no! Oh no! Need to get it healed!」
334	The child previously caught in the ivy put his hand on the wound in a hurry.
336	「……Ow-!?」
338	No matter how light the wound, it hurts if the wound is touched directly.
340	Predicting the pain, I jumped up and tried to shake off the honey-haired child……
342	I felt a mysterious warmth spread from where she was touching, not pain.
344	「Wha-!? Ehh!?」
346	What in the world just happened?!
355	【？？？】「Human's injury, get better!〜」
357	The slightly shining hand touching my shoulder enters the corner of my field of vision.
359	Wha- What is this……。
361	I've never seen a strange human whose hand shines.
363	But that definitely happened in front of my eyes, so clearly that I couldn't have seen wrongly.
365	This kind of thing, it cannot be done by human skill alone without tricks or gimmicks.
367	However, this child does not have anything else with them, and to see it so clearly so closely……。
369	C-could this child, truly be an elf……?
371	The wound heals at an unbelievable speed…… No, it is healed by a mysterious force.
373	No pain has completely disappeared。
375	Eventually, the red line faded in color, and finally when the elf child stroked it, the remaining scabs peeled off and the scratches disappeared without a trace.
383	【エルフ】「Treatmentー finishedー！」
385	The elf raises both hands with a smile.
387	「T-Thank you」
395	【エルフ】「Thank you!? A human said 『Thank you』? Yay! I've been thanked!」
397	「……But that's an amazing power」
405	【エルフ】「Amazing!? Amazing!? Waー！　I've been praised!　I'm amazing!」
407	The elf jumps happily and expresses joy with his whole body.
409	「Aa、it's amazing. To heal my injuries so quickly……」
417	【エルフ】「So, humans cannot this kind of thing?」
419	「There might be humans able to this, but at least I can't」
421	A miracle guru who sells mysterious powers has come to the village before, but most of the time he sells suspicious medicines.
423	Or is it a kind of scammer with tricks and gimmicks?
425	I've never seen this kind of power in my life.
433	【エルフ】「I seeee, humans can't do itー」
435	I noticed when the elf turned around, this child also has a lot of small scratches.
437	……until just now she was caught in the ivy.
439	「……You're injured a lot too」
447	【エルフ】「Nnー？　Oooh, that's truee」
449	The elf looked around his body and exclaimed in a surprised voice.
451	「You don't have to cure it？」
453	The elf tilted his head to my question.
457	【エルフ】「But human, cannot heal it right?」
459	「Aaa, yeah……Well, that's true but……aa、aa……that's right, I have medicine though, will it work on elves……」
461	I'm sure human medicine doesn't work for elves.
469	【エルフ】「If you can heal me, will you heal me?」
471	「Aaa, of course」
479	【エルフ】「Fufufuu、I see！　Thank you！」
481	The elf jumped happily as if I had done it already.
483	To live in the forest alone, medicines are a must. Although since I didn't expect to be injured, I only have a little.
485	But……if this was the case, I should have brought more……。
487	If I treat this elf, even if there's no effect, she'll still be happy.
489	「Hey……Is it really okay？」
497	【エルフ】「For this severity, just licking is enough to heal it」
499	The elf licked their arms and hands.
503	【エルフ】「I can't lick my tummy and my butt, so I have to wait until they heal」
505	「……You can't cure yourself？」
513	【エルフ】「Yep. I can't cure myself！　If amongst elves, we'll heal each other, but I'll lick it to healー」
515	The elf turned around again, and the hem of the clothes fluttered haphazardly.
517	The white skin peeking from the hem is as smooth as possible, except for the red scratches made earlier that look like an accent.
519	Swallow……I swallowed unknowingly。
521	「……L-let's apply the medicine？　If applied after licking, the injury may heal faster even if the medicine does not work……」
523	That's stupid, I thought, but I wanted to do something for this elf.
531	【エルフ】「Fuee？」
537	The elf was stunned for a moment before laughing like a flower blooming.
541	【エルフ】「My injury, (human-san) you'll lick it for me?」
543	「Aaa……Aaa」
545	A licked wound heals. Even humans often say that too.
547	Even animals can lick and heal injuries. What's wrong with licking where you can't lick yourself?
549	Even if it doesn't work, if you apply the medicine, the injury will heal quickly.
551	Half of it because the elf wishes for it, and half of it from devious feelings.
553	How pleasant would it be to crawl your hands and tongue on this smooth skin?
